Auditing all 48 Boolean classes and the six starting functions
Level 1: 48 distinct classes cover all 2^26 affine cosets; six selected
Level 2 seed 1: 20 orbit extensions, 9 pass capacity (0.42s)
Level 2 seed 2: 111 orbit extensions, 99 pass capacity (0.45s)
Level 2 seed 3: 179 orbit extensions, 175 pass capacity (0.44s)
Level 2 seed 4: 197 orbit extensions, 184 pass capacity (0.44s)
Level 2 seed 5: 2073 orbit extensions, 2047 pass capacity (0.41s)
Level 2 seed 6: 1048 orbit extensions, 1023 pass capacity (0.45s)
Classifying 3537 level-2 maps
Level 2: 1782 CCZ classes
Level 3 parent 645/1782: 605 candidates, 259 capacity, 0 extendable (0.27s)
Level 3 parent 646/1782: 2361 candidates, 563 capacity, 0 extendable (0.23s)
Level 3 parent 647/1782: 2532 candidates, 827 capacity, 0 extendable (0.56s)
Level 3 parent 648/1782: 636 candidates, 237 capacity, 0 extendable (0.27s)
Level 3 parent 649/1782: 2811 candidates, 1203 capacity, 0 extendable (0.44s)
Level 3 parent 650/1782: 2448 candidates, 836 capacity, 0 extendable (0.32s)
Level 3 parent 651/1782: 2255 candidates, 604 capacity, 0 extendable (0.27s)
Level 3 parent 652/1782: 2249 candidates, 475 capacity, 0 extendable (0.27s)
Level 3 parent 653/1782: 2516 candidates, 1010 capacity, 0 extendable (0.36s)
Level 3 parent 654/1782: 2572 candidates, 1302 capacity, 0 extendable (0.30s)
Level 3 parent 655/1782: 2798 candidates, 863 capacity, 0 extendable (0.35s)
Level 3 parent 656/1782: 2658 candidates, 1058 capacity, 0 extendable (0.27s)
Level 3 parent 657/1782: 644 candidates, 373 capacity, 0 extendable (0.25s)
Level 3 parent 658/1782: 2579 candidates, 900 capacity, 0 extendable (0.70s)
Level 3 parent 659/1782: 516 candidates, 140 capacity, 0 extendable (0.57s)
Level 3 parent 660/1782: 2263 candidates, 489 capacity, 0 extendable (0.64s)
Level 3 parent 661/1782: 2389 candidates, 512 capacity, 0 extendable (0.57s)
Level 3 parent 662/1782: 2490 candidates, 940 capacity, 0 extendable (0.68s)
Level 3 parent 663/1782: 694 candidates, 321 capacity, 0 extendable (0.65s)
Level 3 parent 664/1782: 2542 candidates, 661 capacity, 0 extendable (0.72s)
Level 3 parent 665/1782: 2330 candidates, 521 capacity, 0 extendable (0.62s)
Level 3 parent 666/1782: 2581 candidates, 533 capacity, 0 extendable (0.61s)
Level 3 parent 667/1782: 2721 candidates, 1274 capacity, 0 extendable (0.70s)
Level 3 parent 668/1782: 644 candidates, 387 capacity, 0 extendable (0.53s)
Level 3 parent 669/1782: 2472 candidates, 610 capacity, 0 extendable (0.60s)
Level 3 parent 670/1782: 2405 candidates, 769 capacity, 0 extendable (0.66s)
Level 3 parent 671/1782: 2439 candidates, 1009 capacity, 0 extendable (0.75s)
Level 3 parent 672/1782: 712 candidates, 260 capacity, 0 extendable (0.65s)
Level 3 parent 673/1782: 2642 candidates, 734 capacity, 0 extendable (0.75s)
Level 3 parent 674/1782: 2334 candidates, 356 capacity, 0 extendable (0.60s)
Level 3 parent 675/1782: 2415 candidates, 761 capacity, 0 extendable (0.66s)
Level 3 parent 676/1782: 2564 candidates, 632 capacity, 0 extendable (0.51s)
Level 3 parent 677/1782: 672 candidates, 265 capacity, 0 extendable (0.50s)
Level 3 parent 678/1782: 655 candidates, 185 capacity, 0 extendable (0.58s)
Level 3 parent 679/1782: 546 candidates, 116 capacity, 0 extendable (0.47s)
Level 3 parent 680/1782: 2542 candidates, 518 capacity, 0 extendable (0.62s)
Level 3 parent 681/1782: 2454 candidates, 439 capacity, 0 extendable (0.57s)
Level 3 parent 682/1782: 2323 candidates, 833 capacity, 0 extendable (0.67s)
Level 3 parent 683/1782: 2356 candidates, 738 capacity, 0 extendable (0.59s)
Level 3 parent 684/1782: 2397 candidates, 962 capacity, 0 extendable (0.61s)
Level 3 parent 685/1782: 620 candidates, 330 capacity, 0 extendable (0.49s)
Level 3 parent 686/1782: 2569 candidates, 704 capacity, 0 extendable (0.72s)
Level 3 parent 687/1782: 2197 candidates, 569 capacity, 0 extendable (0.62s)
Level 3 parent 688/1782: 2601 candidates, 966 capacity, 0 extendable (0.59s)
Level 3 parent 689/1782: 2274 candidates, 330 capacity, 0 extendable (0.73s)
Level 3 parent 690/1782: 618 candidates, 258 capacity, 0 extendable (0.64s)
Level 3 parent 691/1782: 2352 candidates, 728 capacity, 0 extendable (0.74s)
Level 3 parent 692/1782: 657 candidates, 294 capacity, 0 extendable (0.60s)
Level 3 parent 693/1782: 2561 candidates, 860 capacity, 0 extendable (0.69s)
Level 3 parent 694/1782: 2392 candidates, 338 capacity, 0 extendable (0.61s)
Level 3 parent 695/1782: 2768 candidates, 887 capacity, 0 extendable (0.58s)
Level 3 parent 696/1782: 758 candidates, 383 capacity, 0 extendable (0.61s)
Level 3 parent 697/1782: 2611 candidates, 912 capacity, 0 extendable (0.91s)
Level 3 parent 698/1782: 2561 candidates, 789 capacity, 0 extendable (0.60s)
Level 3 parent 699/1782: 599 candidates, 238 capacity, 0 extendable (0.52s)
Level 3 parent 700/1782: 2739 candidates, 877 capacity, 0 extendable (0.60s)
Level 3 parent 701/1782: 2519 candidates, 877 capacity, 0 extendable (0.44s)
Level 3 parent 702/1782: 595 candidates, 212 capacity, 0 extendable (0.23s)
Level 3 parent 703/1782: 2564 candidates, 1193 capacity, 0 extendable (0.35s)
Level 3 parent 704/1782: 637 candidates, 292 capacity, 0 extendable (0.25s)
Level 3 parent 705/1782: 707 candidates, 316 capacity, 0 extendable (0.24s)
Level 3 parent 706/1782: 627 candidates, 289 capacity, 0 extendable (0.23s)
Level 3 parent 707/1782: 2563 candidates, 553 capacity, 0 extendable (0.43s)
Level 3 parent 708/1782: 2693 candidates, 959 capacity, 0 extendable (0.38s)
Level 3 parent 709/1782: 587 candidates, 246 capacity, 0 extendable (0.21s)
Level 3 parent 710/1782: 2504 candidates, 577 capacity, 0 extendable (0.23s)
Level 3 parent 711/1782: 2272 candidates, 237 capacity, 0 extendable (0.21s)
Level 3 parent 712/1782: 636 candidates, 148 capacity, 0 extendable (0.20s)
Level 3 parent 713/1782: 2623 candidates, 1069 capacity, 0 extendable (0.35s)
Level 3 parent 714/1782: 543 candidates, 210 capacity, 0 extendable (0.23s)
Level 3 parent 715/1782: 2337 candidates, 265 capacity, 0 extendable (0.22s)
Level 3 parent 716/1782: 2227 candidates, 485 capacity, 0 extendable (0.28s)
Level 3 parent 717/1782: 2551 candidates, 815 capacity, 0 extendable (0.36s)
Level 3 parent 718/1782: 2380 candidates, 784 capacity, 0 extendable (0.32s)
Level 3 parent 719/1782: 683 candidates, 341 capacity, 0 extendable (0.29s)
Level 3 parent 720/1782: 2737 candidates, 986 capacity, 0 extendable (0.34s)
Level 3 parent 721/1782: 2549 candidates, 769 capacity, 0 extendable (0.36s)
Level 3 parent 722/1782: 2556 candidates, 588 capacity, 0 extendable (0.27s)
Level 3 parent 723/1782: 629 candidates, 175 capacity, 0 extendable (0.24s)
Level 3 parent 724/1782: 2582 candidates, 908 capacity, 0 extendable (0.30s)
Level 3 parent 725/1782: 2751 candidates, 1095 capacity, 0 extendable (0.46s)
Level 3 parent 726/1782: 2264 candidates, 364 capacity, 0 extendable (0.26s)
Level 3 parent 727/1782: 2449 candidates, 691 capacity, 0 extendable (0.31s)
Level 3 parent 728/1782: 642 candidates, 222 capacity, 0 extendable (0.22s)
Level 3 parent 729/1782: 2377 candidates, 264 capacity, 0 extendable (0.22s)
Level 3 parent 730/1782: 635 candidates, 147 capacity, 0 extendable (0.20s)
Level 3 parent 731/1782: 2368 candidates, 618 capacity, 0 extendable (0.23s)
Level 3 parent 732/1782: 2172 candidates, 639 capacity, 0 extendable (0.27s)
Level 3 parent 733/1782: 2306 candidates, 824 capacity, 0 extendable (0.26s)
Level 3 parent 734/1782: 2460 candidates, 743 capacity, 0 extendable (0.25s)
Level 3 parent 735/1782: 2532 candidates, 880 capacity, 0 extendable (0.31s)
Level 3 parent 736/1782: 644 candidates, 262 capacity, 0 extendable (0.25s)
Level 3 parent 737/1782: 2521 candidates, 520 capacity, 0 extendable (0.24s)
Level 3 parent 738/1782: 2550 candidates, 502 capacity, 0 extendable (0.25s)
Level 3 parent 739/1782: 2570 candidates, 918 capacity, 0 extendable (0.26s)
Level 3 parent 740/1782: 2400 candidates, 653 capacity, 0 extendable (0.29s)
Level 3 parent 741/1782: 2363 candidates, 610 capacity, 0 extendable (0.31s)
Level 3 parent 742/1782: 2392 candidates, 716 capacity, 0 extendable (0.23s)
Level 3 parent 743/1782: 2478 candidates, 678 capacity, 0 extendable (0.26s)
Level 3 parent 744/1782: 2390 candidates, 1015 capacity, 0 extendable (0.31s)
Level 3 parent 745/1782: 2119 candidates, 886 capacity, 0 extendable (0.46s)
Level 3 parent 746/1782: 2268 candidates, 385 capacity, 0 extendable (0.24s)
Level 3 parent 747/1782: 2416 candidates, 644 capacity, 0 extendable (0.28s)
Level 3 parent 748/1782: 606 candidates, 157 capacity, 0 extendable (0.22s)
Level 3 parent 749/1782: 2273 candidates, 391 capacity, 0 extendable (0.24s)
Level 3 parent 750/1782: 2485 candidates, 449 capacity, 0 extendable (0.26s)
Level 3 parent 751/1782: 2849 candidates, 1276 capacity, 0 extendable (0.37s)
Level 3 parent 752/1782: 2636 candidates, 962 capacity, 0 extendable (0.41s)
Level 3 parent 753/1782: 2486 candidates, 627 capacity, 0 extendable (0.28s)
Level 3 parent 754/1782: 2489 candidates, 847 capacity, 0 extendable (0.36s)
Level 3 parent 755/1782: 578 candidates, 218 capacity, 0 extendable (0.22s)
Level 3 parent 756/1782: 2293 candidates, 861 capacity, 0 extendable (0.52s)
Level 3 parent 757/1782: 2488 candidates, 644 capacity, 0 extendable (0.86s)
Level 3 parent 758/1782: 2404 candidates, 611 capacity, 0 extendable (0.66s)
Level 3 parent 759/1782: 2492 candidates, 807 capacity, 0 extendable (0.44s)
Level 3 parent 760/1782: 2202 candidates, 516 capacity, 0 extendable (0.26s)
Level 3 parent 761/1782: 2848 candidates, 857 capacity, 0 extendable (0.37s)
Level 3 parent 762/1782: 2530 candidates, 451 capacity, 0 extendable (0.24s)
Level 3 parent 763/1782: 613 candidates, 254 capacity, 0 extendable (0.25s)
Level 3 parent 764/1782: 2395 candidates, 603 capacity, 0 extendable (0.28s)
Level 3 parent 765/1782: 659 candidates, 259 capacity, 0 extendable (0.44s)
Level 3 parent 766/1782: 2321 candidates, 394 capacity, 0 extendable (0.23s)
Level 3 parent 767/1782: 2522 candidates, 628 capacity, 0 extendable (0.26s)
Level 3 parent 768/1782: 2463 candidates, 899 capacity, 0 extendable (0.28s)
Level 3 parent 769/1782: 2351 candidates, 853 capacity, 0 extendable (0.29s)
Level 3 parent 770/1782: 2303 candidates, 366 capacity, 0 extendable (0.28s)
Level 3 parent 771/1782: 630 candidates, 332 capacity, 0 extendable (0.23s)
Level 3 parent 772/1782: 530 candidates, 227 capacity, 0 extendable (0.22s)
Level 3 parent 773/1782: 2324 candidates, 567 capacity, 0 extendable (0.28s)
Level 3 parent 774/1782: 2505 candidates, 371 capacity, 0 extendable (0.23s)
Level 3 parent 775/1782: 2484 candidates, 489 capacity, 0 extendable (0.24s)
Level 3 parent 776/1782: 2729 candidates, 706 capacity, 0 extendable (0.31s)
Level 3 parent 777/1782: 2597 candidates, 925 capacity, 0 extendable (0.43s)
Level 3 parent 778/1782: 2173 candidates, 757 capacity, 0 extendable (0.27s)
Level 3 parent 779/1782: 2648 candidates, 1108 capacity, 0 extendable (0.29s)
Level 3 parent 780/1782: 2466 candidates, 520 capacity, 0 extendable (0.26s)
Level 3 parent 781/1782: 619 candidates, 246 capacity, 0 extendable (0.22s)
Level 3 parent 782/1782: 2277 candidates, 498 capacity, 0 extendable (0.23s)
Level 3 parent 783/1782: 630 candidates, 280 capacity, 0 extendable (0.22s)
Level 3 parent 784/1782: 2196 candidates, 288 capacity, 0 extendable (0.42s)
Level 3 parent 785/1782: 2594 candidates, 461 capacity, 0 extendable (0.26s)
Level 3 parent 786/1782: 2613 candidates, 621 capacity, 0 extendable (0.30s)
Level 3 parent 787/1782: 2493 candidates, 851 capacity, 0 extendable (0.43s)
Level 3 parent 788/1782: 2795 candidates, 1038 capacity, 0 extendable (0.32s)
Level 3 parent 789/1782: 542 candidates, 260 capacity, 0 extendable (0.24s)
Level 3 parent 790/1782: 2385 candidates, 532 capacity, 0 extendable (0.25s)
Level 3 parent 791/1782: 673 candidates, 348 capacity, 0 extendable (0.26s)
Level 3 parent 792/1782: 2306 candidates, 738 capacity, 0 extendable (0.24s)
Level 3 parent 793/1782: 666 candidates, 399 capacity, 0 extendable (0.22s)
Level 3 parent 794/1782: 2409 candidates, 755 capacity, 0 extendable (0.32s)
Level 3 parent 795/1782: 2602 candidates, 899 capacity, 0 extendable (0.93s)
Level 3 parent 796/1782: 2816 candidates, 1127 capacity, 0 extendable (0.94s)
Level 3 parent 797/1782: 2520 candidates, 826 capacity, 0 extendable (0.70s)
Level 3 parent 798/1782: 2686 candidates, 984 capacity, 0 extendable (0.61s)
Level 3 parent 799/1782: 1926 candidates, 388 capacity, 0 extendable (0.57s)
Level 3 parent 800/1782: 2510 candidates, 703 capacity, 0 extendable (0.82s)
Level 3 parent 801/1782: 2211 candidates, 585 capacity, 0 extendable (0.67s)
Level 3 parent 802/1782: 645 candidates, 255 capacity, 0 extendable (0.58s)
Level 3 parent 803/1782: 2300 candidates, 479 capacity, 0 extendable (0.57s)
Level 3 parent 804/1782: 2453 candidates, 1021 capacity, 0 extendable (0.76s)
Level 3 parent 805/1782: 2451 candidates, 1106 capacity, 0 extendable (0.81s)
Level 3 parent 806/1782: 633 candidates, 304 capacity, 0 extendable (0.57s)
Level 3 parent 807/1782: 2776 candidates, 940 capacity, 0 extendable (0.98s)
Level 3 parent 808/1782: 2588 candidates, 534 capacity, 0 extendable (0.61s)
Level 3 parent 809/1782: 653 candidates, 268 capacity, 0 extendable (0.61s)
Level 3 parent 810/1782: 633 candidates, 230 capacity, 0 extendable (0.47s)
Level 3 parent 811/1782: 748 candidates, 364 capacity, 0 extendable (0.53s)
Level 3 parent 812/1782: 2587 candidates, 902 capacity, 0 extendable (0.78s)
Level 3 parent 813/1782: 2481 candidates, 945 capacity, 0 extendable (0.85s)
Level 3 parent 814/1782: 726 candidates, 323 capacity, 0 extendable (0.57s)
Level 3 parent 815/1782: 2392 candidates, 570 capacity, 0 extendable (0.62s)
Level 3 parent 816/1782: 2625 candidates, 600 capacity, 0 extendable (0.58s)
Level 3 parent 817/1782: 2396 candidates, 589 capacity, 0 extendable (0.57s)
Level 3 parent 818/1782: 587 candidates, 356 capacity, 0 extendable (0.60s)
Level 3 parent 819/1782: 2256 candidates, 534 capacity, 0 extendable (0.57s)
Level 3 parent 820/1782: 2278 candidates, 462 capacity, 0 extendable (0.53s)
Level 3 parent 821/1782: 2458 candidates, 1103 capacity, 0 extendable (0.67s)
Level 3 parent 822/1782: 620 candidates, 240 capacity, 0 extendable (0.51s)
Level 3 parent 823/1782: 2322 candidates, 776 capacity, 0 extendable (0.79s)
Level 3 parent 824/1782: 645 candidates, 314 capacity, 0 extendable (0.53s)
Level 3 parent 825/1782: 652 candidates, 318 capacity, 0 extendable (0.74s)
Level 3 parent 826/1782: 2588 candidates, 847 capacity, 0 extendable (0.85s)
Level 3 parent 827/1782: 2528 candidates, 1091 capacity, 0 extendable (0.66s)
Level 3 parent 828/1782: 2274 candidates, 787 capacity, 0 extendable (0.54s)
Level 3 parent 829/1782: 2851 candidates, 1061 capacity, 0 extendable (0.58s)
Level 3 parent 830/1782: 2769 candidates, 952 capacity, 0 extendable (0.67s)
Level 3 parent 831/1782: 2833 candidates, 1236 capacity, 0 extendable (0.85s)
Level 3 parent 832/1782: 2534 candidates, 793 capacity, 0 extendable (0.69s)
Level 3 parent 833/1782: 688 candidates, 316 capacity, 0 extendable (0.56s)
Level 3 parent 834/1782: 2509 candidates, 871 capacity, 0 extendable (0.62s)
Level 3 parent 835/1782: 2601 candidates, 1012 capacity, 0 extendable (0.71s)
Level 3 parent 836/1782: 2565 candidates, 1100 capacity, 0 extendable (0.31s)
Level 3 parent 837/1782: 2706 candidates, 931 capacity, 0 extendable (0.34s)
Level 3 parent 838/1782: 2446 candidates, 752 capacity, 0 extendable (0.31s)
Level 3 parent 839/1782: 2189 candidates, 752 capacity, 0 extendable (0.29s)
Level 3 parent 840/1782: 599 candidates, 306 capacity, 0 extendable (0.24s)
Level 3 parent 841/1782: 2630 candidates, 908 capacity, 0 extendable (0.59s)
Level 3 parent 842/1782: 2545 candidates, 1024 capacity, 0 extendable (0.44s)
Level 3 parent 843/1782: 2658 candidates, 674 capacity, 0 extendable (0.28s)
Level 3 parent 844/1782: 2703 candidates, 1049 capacity, 0 extendable (0.38s)
Level 3 parent 845/1782: 2454 candidates, 941 capacity, 7 extendable (0.34s)
Level 3 parent 846/1782: 737 candidates, 339 capacity, 0 extendable (0.24s)
Level 3 parent 847/1782: 673 candidates, 343 capacity, 0 extendable (0.22s)
Level 3 parent 848/1782: 622 candidates, 351 capacity, 0 extendable (0.25s)
Level 3 parent 849/1782: 2676 candidates, 742 capacity, 0 extendable (0.26s)
Level 3 parent 850/1782: 2627 candidates, 925 capacity, 0 extendable (0.29s)
Level 3 parent 851/1782: 2572 candidates, 1106 capacity, 0 extendable (0.35s)
Level 3 parent 852/1782: 2414 candidates, 472 capacity, 0 extendable (0.27s)
Level 3 parent 853/1782: 2332 candidates, 242 capacity, 0 extendable (0.21s)
Level 3 parent 854/1782: 2499 candidates, 495 capacity, 0 extendable (0.22s)
Level 3 parent 855/1782: 2261 candidates, 594 capacity, 0 extendable (0.26s)
Level 3 parent 856/1782: 557 candidates, 220 capacity, 0 extendable (0.21s)
Level 3 parent 857/1782: 2457 candidates, 345 capacity, 0 extendable (0.23s)
Level 3 parent 858/1782: 738 candidates, 338 capacity, 0 extendable (0.22s)
Level 3 parent 859/1782: 735 candidates, 331 capacity, 0 extendable (0.24s)
Level 3 parent 860/1782: 588 candidates, 306 capacity, 0 extendable (0.21s)
Level 3 parent 861/1782: 2428 candidates, 399 capacity, 0 extendable (0.21s)
Level 3 parent 862/1782: 740 candidates, 303 capacity, 0 extendable (0.22s)
Level 3 parent 863/1782: 671 candidates, 272 capacity, 0 extendable (0.23s)
Level 3 parent 864/1782: 751 candidates, 398 capacity, 0 extendable (0.22s)
Level 3 parent 865/1782: 674 candidates, 334 capacity, 0 extendable (0.22s)
Level 3 parent 866/1782: 2382 candidates, 549 capacity, 0 extendable (0.25s)
Level 3 parent 867/1782: 2482 candidates, 701 capacity, 0 extendable (0.29s)
Level 3 parent 868/1782: 2338 candidates, 699 capacity, 0 extendable (0.25s)
Level 3 parent 869/1782: 661 candidates, 247 capacity, 0 extendable (0.26s)
Level 3 parent 870/1782: 2745 candidates, 1221 capacity, 0 extendable (0.29s)
Level 3 parent 871/1782: 607 candidates, 262 capacity, 0 extendable (0.22s)
Level 3 parent 872/1782: 663 candidates, 314 capacity, 0 extendable (0.22s)
Level 3 parent 873/1782: 2534 candidates, 681 capacity, 0 extendable (0.27s)
Level 3 parent 874/1782: 2307 candidates, 677 capacity, 0 extendable (0.25s)
Level 3 parent 875/1782: 2509 candidates, 321 capacity, 0 extendable (0.21s)
Level 3 parent 876/1782: 2389 candidates, 760 capacity, 0 extendable (0.28s)
Level 3 parent 877/1782: 2292 candidates, 768 capacity, 0 extendable (0.27s)
Level 3 parent 878/1782: 2262 candidates, 1182 capacity, 0 extendable (0.27s)
Level 3 parent 879/1782: 2425 candidates, 902 capacity, 0 extendable (0.33s)
Level 3 parent 880/1782: 2358 candidates, 972 capacity, 0 extendable (0.49s)
Level 3 parent 881/1782: 2400 candidates, 889 capacity, 0 extendable (0.25s)
Level 3 parent 882/1782: 2564 candidates, 699 capacity, 0 extendable (0.27s)
Level 3 parent 883/1782: 2434 candidates, 733 capacity, 0 extendable (0.23s)
Level 3 parent 884/1782: 2479 candidates, 696 capacity, 0 extendable (0.26s)
Level 3 parent 885/1782: 2446 candidates, 848 capacity, 0 extendable (0.30s)
Level 3 parent 886/1782: 2378 candidates, 701 capacity, 0 extendable (0.28s)
Level 3 parent 887/1782: 708 candidates, 194 capacity, 0 extendable (0.22s)
Level 3 parent 888/1782: 2507 candidates, 765 capacity, 0 extendable (0.25s)
Level 3 parent 889/1782: 791 candidates, 406 capacity, 0 extendable (0.22s)
Level 3 parent 890/1782: 681 candidates, 294 capacity, 0 extendable (0.23s)
Level 3 parent 891/1782: 2604 candidates, 879 capacity, 0 extendable (0.25s)
Level 3 parent 892/1782: 2546 candidates, 601 capacity, 0 extendable (0.29s)
Level 3 parent 893/1782: 2639 candidates, 883 capacity, 0 extendable (0.47s)
Level 3 parent 894/1782: 2458 candidates, 920 capacity, 0 extendable (1.01s)
Level 3 parent 895/1782: 2240 candidates, 702 capacity, 0 extendable (0.71s)
Level 3 parent 896/1782: 2478 candidates, 937 capacity, 0 extendable (0.28s)
Level 3 parent 897/1782: 623 candidates, 370 capacity, 0 extendable (0.26s)
Level 3 parent 898/1782: 2354 candidates, 1030 capacity, 0 extendable (0.30s)
Level 3 parent 899/1782: 2633 candidates, 782 capacity, 0 extendable (0.32s)
Level 3 parent 900/1782: 674 candidates, 293 capacity, 0 extendable (0.22s)
Level 3 parent 901/1782: 2244 candidates, 395 capacity, 0 extendable (0.45s)
Level 3 parent 902/1782: 2416 candidates, 424 capacity, 0 extendable (0.24s)
Level 3 parent 903/1782: 636 candidates, 227 capacity, 0 extendable (0.25s)
Level 3 parent 904/1782: 2579 candidates, 680 capacity, 0 extendable (0.28s)
Level 3 parent 905/1782: 628 candidates, 219 capacity, 0 extendable (0.22s)
Level 3 parent 906/1782: 2362 candidates, 533 capacity, 0 extendable (0.25s)
Level 3 parent 907/1782: 2913 candidates, 822 capacity, 0 extendable (0.40s)
Level 3 parent 908/1782: 2625 candidates, 1280 capacity, 0 extendable (0.32s)
Level 3 parent 909/1782: 2505 candidates, 729 capacity, 0 extendable (0.24s)
Level 3 parent 910/1782: 666 candidates, 301 capacity, 0 extendable (0.21s)
Level 3 parent 911/1782: 2589 candidates, 792 capacity, 0 extendable (0.30s)
Level 3 parent 912/1782: 635 candidates, 334 capacity, 0 extendable (0.24s)
Level 3 parent 913/1782: 2538 candidates, 986 capacity, 0 extendable (0.25s)
Level 3 parent 914/1782: 2704 candidates, 1031 capacity, 0 extendable (0.46s)
Level 3 parent 915/1782: 2210 candidates, 747 capacity, 0 extendable (0.26s)
Level 3 parent 916/1782: 2727 candidates, 1063 capacity, 0 extendable (0.28s)
Level 3 parent 917/1782: 610 candidates, 186 capacity, 0 extendable (0.22s)
Level 3 parent 918/1782: 2590 candidates, 713 capacity, 0 extendable (0.27s)
Level 3 parent 919/1782: 2540 candidates, 1019 capacity, 0 extendable (0.51s)
Level 3 parent 920/1782: 2540 candidates, 754 capacity, 0 extendable (0.30s)
Level 3 parent 921/1782: 2569 candidates, 1097 capacity, 0 extendable (0.32s)
Level 3 parent 922/1782: 672 candidates, 338 capacity, 0 extendable (0.23s)
Level 3 parent 923/1782: 2734 candidates, 816 capacity, 0 extendable (0.28s)
Level 3 parent 924/1782: 2588 candidates, 1149 capacity, 0 extendable (0.39s)
Level 3 parent 925/1782: 710 candidates, 288 capacity, 0 extendable (0.27s)
Level 3 parent 926/1782: 2607 candidates, 896 capacity, 0 extendable (0.34s)
Level 3 parent 927/1782: 2427 candidates, 655 capacity, 0 extendable (0.34s)
Level 3 parent 928/1782: 2286 candidates, 582 capacity, 0 extendable (0.24s)
Level 3 parent 929/1782: 2600 candidates, 880 capacity, 0 extendable (0.35s)
Level 3 parent 930/1782: 2669 candidates, 773 capacity, 0 extendable (0.28s)
Level 3 parent 931/1782: 632 candidates, 292 capacity, 0 extendable (0.23s)
Level 3 parent 932/1782: 2316 candidates, 402 capacity, 0 extendable (0.26s)
Level 3 parent 933/1782: 685 candidates, 246 capacity, 0 extendable (0.24s)
Level 3 parent 934/1782: 2620 candidates, 834 capacity, 0 extendable (0.28s)
Level 3 parent 935/1782: 2716 candidates, 1067 capacity, 0 extendable (0.35s)
Level 3 parent 936/1782: 2308 candidates, 676 capacity, 0 extendable (0.43s)
Level 3 parent 937/1782: 2407 candidates, 411 capacity, 0 extendable (0.27s)
Level 3 parent 938/1782: 2532 candidates, 696 capacity, 0 extendable (0.35s)
Level 3 parent 939/1782: 2409 candidates, 680 capacity, 0 extendable (0.35s)
Level 3 parent 940/1782: 2333 candidates, 840 capacity, 0 extendable (0.25s)
Level 3 parent 941/1782: 2601 candidates, 1038 capacity, 0 extendable (0.37s)
Level 3 parent 942/1782: 2522 candidates, 525 capacity, 0 extendable (0.26s)
Level 3 parent 943/1782: 2244 candidates, 718 capacity, 0 extendable (0.32s)
Level 3 parent 944/1782: 2358 candidates, 558 capacity, 0 extendable (0.26s)
Level 3 parent 945/1782: 2302 candidates, 256 capacity, 0 extendable (0.24s)
Level 3 parent 946/1782: 654 candidates, 324 capacity, 0 extendable (0.25s)
Level 3 parent 947/1782: 2492 candidates, 761 capacity, 0 extendable (0.46s)
Level 3 parent 948/1782: 2666 candidates, 644 capacity, 0 extendable (0.83s)
Level 3 parent 949/1782: 740 candidates, 342 capacity, 0 extendable (0.73s)
Level 3 parent 950/1782: 2671 candidates, 666 capacity, 0 extendable (0.72s)
Level 3 parent 951/1782: 2422 candidates, 832 capacity, 0 extendable (0.79s)
Level 3 parent 952/1782: 2248 candidates, 451 capacity, 0 extendable (0.65s)
Level 3 parent 953/1782: 2705 candidates, 978 capacity, 0 extendable (0.87s)
Level 3 parent 954/1782: 2449 candidates, 730 capacity, 0 extendable (0.78s)
Level 3 parent 955/1782: 627 candidates, 241 capacity, 0 extendable (0.62s)
Level 3 parent 956/1782: 2480 candidates, 1054 capacity, 0 extendable (1.06s)
Level 3 parent 957/1782: 2439 candidates, 557 capacity, 0 extendable (0.62s)
Level 3 parent 958/1782: 2716 candidates, 838 capacity, 0 extendable (0.84s)
Level 3 parent 959/1782: 2285 candidates, 612 capacity, 0 extendable (0.56s)
Level 3 parent 960/1782: 2350 candidates, 688 capacity, 0 extendable (0.69s)
Level 3 parent 961/1782: 2277 candidates, 284 capacity, 0 extendable (0.56s)
Level 3 parent 962/1782: 2472 candidates, 974 capacity, 0 extendable (0.74s)
Level 3 parent 963/1782: 2795 candidates, 846 capacity, 0 extendable (0.63s)
Level 3 parent 964/1782: 710 candidates, 344 capacity, 0 extendable (0.66s)
Level 3 parent 965/1782: 2783 candidates, 1135 capacity, 0 extendable (0.75s)
Level 3 parent 966/1782: 645 candidates, 182 capacity, 0 extendable (0.58s)
Level 3 parent 967/1782: 2366 candidates, 420 capacity, 0 extendable (0.61s)
Level 3 parent 968/1782: 679 candidates, 333 capacity, 0 extendable (0.60s)
Level 3 parent 969/1782: 2542 candidates, 928 capacity, 0 extendable (0.89s)
Level 3 parent 970/1782: 695 candidates, 300 capacity, 0 extendable (0.66s)
Level 3 parent 971/1782: 2367 candidates, 632 capacity, 0 extendable (0.59s)
Level 3 parent 972/1782: 2887 candidates, 769 capacity, 0 extendable (0.69s)
Level 3 parent 973/1782: 744 candidates, 317 capacity, 0 extendable (0.70s)
Level 3 parent 974/1782: 690 candidates, 285 capacity, 0 extendable (0.62s)
Level 3 parent 975/1782: 618 candidates, 310 capacity, 0 extendable (0.72s)
Level 3 parent 976/1782: 2404 candidates, 810 capacity, 0 extendable (0.86s)
Level 3 parent 977/1782: 2581 candidates, 493 capacity, 0 extendable (0.87s)
Level 3 parent 978/1782: 610 candidates, 248 capacity, 0 extendable (0.65s)
Level 3 parent 979/1782: 2261 candidates, 417 capacity, 0 extendable (0.61s)
