Auditing all 48 Boolean classes and the six starting functions
Level 1: 48 distinct classes cover all 2^26 affine cosets; six selected
Level 2 seed 1: 20 orbit extensions, 9 pass capacity (0.42s)
Level 2 seed 2: 111 orbit extensions, 99 pass capacity (0.45s)
Level 2 seed 3: 179 orbit extensions, 175 pass capacity (0.44s)
Level 2 seed 4: 197 orbit extensions, 184 pass capacity (0.44s)
Level 2 seed 5: 2073 orbit extensions, 2047 pass capacity (0.41s)
Level 2 seed 6: 1048 orbit extensions, 1023 pass capacity (0.45s)
Classifying 3537 level-2 maps
Level 2: 1782 CCZ classes
Level 3 parent 312/1782: 2378 candidates, 794 capacity, 0 extendable (0.29s)
Level 3 parent 313/1782: 2220 candidates, 1194 capacity, 0 extendable (0.36s)
Level 3 parent 314/1782: 2374 candidates, 713 capacity, 0 extendable (0.31s)
Level 3 parent 315/1782: 6064 candidates, 2588 capacity, 0 extendable (0.47s)
Level 3 parent 316/1782: 2154 candidates, 813 capacity, 0 extendable (0.28s)
Level 3 parent 317/1782: 6137 candidates, 2310 capacity, 0 extendable (0.45s)
Level 3 parent 318/1782: 2471 candidates, 1006 capacity, 0 extendable (0.33s)
Level 3 parent 319/1782: 2531 candidates, 1049 capacity, 0 extendable (0.29s)
Level 3 parent 320/1782: 6416 candidates, 3451 capacity, 0 extendable (0.64s)
Level 3 parent 321/1782: 2544 candidates, 1312 capacity, 0 extendable (0.43s)
Level 3 parent 322/1782: 2417 candidates, 596 capacity, 0 extendable (0.29s)
Level 3 parent 323/1782: 2624 candidates, 1145 capacity, 0 extendable (0.39s)
Level 3 parent 324/1782: 2271 candidates, 835 capacity, 0 extendable (0.32s)
Level 3 parent 325/1782: 2396 candidates, 1035 capacity, 0 extendable (0.40s)
Level 3 parent 326/1782: 2478 candidates, 583 capacity, 0 extendable (0.24s)
Level 3 parent 327/1782: 2136 candidates, 536 capacity, 0 extendable (0.24s)
Level 3 parent 328/1782: 6081 candidates, 2045 capacity, 0 extendable (0.48s)
Level 3 parent 329/1782: 5989 candidates, 1282 capacity, 0 extendable (0.36s)
Level 3 parent 330/1782: 1990 candidates, 808 capacity, 0 extendable (0.25s)
Level 3 parent 331/1782: 2034 candidates, 524 capacity, 0 extendable (0.28s)
Level 3 parent 332/1782: 6476 candidates, 2280 capacity, 0 extendable (0.58s)
Level 3 parent 333/1782: 2516 candidates, 831 capacity, 0 extendable (0.29s)
Level 3 parent 334/1782: 2143 candidates, 416 capacity, 0 extendable (0.28s)
Level 3 parent 335/1782: 2568 candidates, 1198 capacity, 0 extendable (0.48s)
Level 3 parent 336/1782: 2137 candidates, 807 capacity, 0 extendable (0.31s)
Level 3 parent 337/1782: 6400 candidates, 3056 capacity, 0 extendable (0.51s)
Level 3 parent 338/1782: 2489 candidates, 1052 capacity, 0 extendable (0.33s)
Level 3 parent 339/1782: 2264 candidates, 1290 capacity, 0 extendable (0.46s)
Level 3 parent 340/1782: 6248 candidates, 3574 capacity, 0 extendable (1.03s)
Level 3 parent 341/1782: 6382 candidates, 2609 capacity, 0 extendable (0.60s)
Level 3 parent 342/1782: 2528 candidates, 1149 capacity, 0 extendable (0.33s)
Level 3 parent 343/1782: 2131 candidates, 841 capacity, 0 extendable (0.31s)
Level 3 parent 344/1782: 2337 candidates, 1131 capacity, 0 extendable (0.34s)
Level 3 parent 345/1782: 2380 candidates, 1244 capacity, 0 extendable (0.39s)
Level 3 parent 346/1782: 2214 candidates, 915 capacity, 0 extendable (0.34s)
Level 3 parent 347/1782: 2423 candidates, 1090 capacity, 0 extendable (0.46s)
Level 3 parent 348/1782: 2424 candidates, 677 capacity, 0 extendable (0.29s)
Level 3 parent 349/1782: 2231 candidates, 989 capacity, 0 extendable (0.38s)
Level 3 parent 350/1782: 2313 candidates, 1008 capacity, 0 extendable (0.35s)
Level 3 parent 351/1782: 5972 candidates, 2505 capacity, 0 extendable (0.67s)
Level 3 parent 352/1782: 6309 candidates, 2517 capacity, 0 extendable (0.49s)
Level 3 parent 353/1782: 2264 candidates, 934 capacity, 0 extendable (0.34s)
Level 3 parent 354/1782: 2132 candidates, 1058 capacity, 0 extendable (0.34s)
Level 3 parent 355/1782: 2131 candidates, 358 capacity, 0 extendable (0.27s)
Level 3 parent 356/1782: 2421 candidates, 987 capacity, 0 extendable (0.35s)
Level 3 parent 357/1782: 2644 candidates, 1105 capacity, 0 extendable (0.33s)
Level 3 parent 358/1782: 2411 candidates, 1201 capacity, 0 extendable (0.38s)
Level 3 parent 359/1782: 2427 candidates, 629 capacity, 0 extendable (0.25s)
Level 3 parent 360/1782: 6313 candidates, 1782 capacity, 0 extendable (0.43s)
Level 3 parent 361/1782: 2206 candidates, 770 capacity, 0 extendable (0.31s)
Level 3 parent 362/1782: 6258 candidates, 1848 capacity, 0 extendable (0.47s)
Level 3 parent 363/1782: 2500 candidates, 819 capacity, 0 extendable (0.31s)
Level 3 parent 364/1782: 2766 candidates, 1232 capacity, 0 extendable (0.31s)
Level 3 parent 365/1782: 2310 candidates, 616 capacity, 0 extendable (0.26s)
Level 3 parent 366/1782: 2232 candidates, 1041 capacity, 0 extendable (0.30s)
Level 3 parent 367/1782: 6130 candidates, 2524 capacity, 0 extendable (0.46s)
Level 3 parent 368/1782: 2276 candidates, 1308 capacity, 0 extendable (0.40s)
Level 3 parent 369/1782: 2098 candidates, 458 capacity, 0 extendable (0.23s)
Level 3 parent 370/1782: 1910 candidates, 240 capacity, 0 extendable (0.21s)
Level 3 parent 371/1782: 5700 candidates, 606 capacity, 0 extendable (0.24s)
Level 3 parent 372/1782: 6324 candidates, 3184 capacity, 0 extendable (0.77s)
Level 3 parent 373/1782: 2410 candidates, 586 capacity, 0 extendable (0.26s)
Level 3 parent 374/1782: 2304 candidates, 732 capacity, 0 extendable (0.30s)
Level 3 parent 375/1782: 2338 candidates, 868 capacity, 0 extendable (0.34s)
Level 3 parent 376/1782: 6167 candidates, 2278 capacity, 0 extendable (0.58s)
Level 3 parent 377/1782: 2329 candidates, 609 capacity, 0 extendable (0.28s)
Level 3 parent 378/1782: 2195 candidates, 487 capacity, 0 extendable (0.25s)
Level 3 parent 379/1782: 2128 candidates, 1520 capacity, 0 extendable (0.56s)
Level 3 parent 380/1782: 5892 candidates, 3320 capacity, 0 extendable (0.51s)
Level 3 parent 381/1782: 6079 candidates, 1653 capacity, 0 extendable (0.45s)
Level 3 parent 382/1782: 5913 candidates, 2249 capacity, 0 extendable (0.39s)
Level 3 parent 383/1782: 2266 candidates, 695 capacity, 0 extendable (0.34s)
Level 3 parent 384/1782: 1200 candidates, 336 capacity, 0 extendable (0.23s)
Level 3 parent 385/1782: 5876 candidates, 1796 capacity, 0 extendable (0.32s)
Level 3 parent 386/1782: 2184 candidates, 1112 capacity, 0 extendable (0.39s)
Level 3 parent 387/1782: 5858 candidates, 3528 capacity, 0 extendable (0.92s)
Level 3 parent 388/1782: 6025 candidates, 2405 capacity, 0 extendable (0.40s)
Level 3 parent 389/1782: 2206 candidates, 672 capacity, 0 extendable (0.27s)
Level 3 parent 390/1782: 2392 candidates, 946 capacity, 0 extendable (0.30s)
Level 3 parent 391/1782: 1872 candidates, 120 capacity, 0 extendable (0.21s)
Level 3 parent 392/1782: 6820 candidates, 3820 capacity, 0 extendable (0.71s)
Level 3 parent 393/1782: 5888 candidates, 2496 capacity, 0 extendable (0.69s)
Level 3 parent 394/1782: 8132 candidates, 5064 capacity, 0 extendable (1.19s)
Level 3 parent 395/1782: 2331 candidates, 420 capacity, 0 extendable (0.26s)
Level 3 parent 396/1782: 2518 candidates, 653 capacity, 0 extendable (0.32s)
Level 3 parent 397/1782: 2605 candidates, 767 capacity, 0 extendable (0.34s)
Level 3 parent 398/1782: 2780 candidates, 1289 capacity, 0 extendable (0.44s)
Level 3 parent 399/1782: 2645 candidates, 938 capacity, 0 extendable (0.33s)
Level 3 parent 400/1782: 2254 candidates, 865 capacity, 0 extendable (0.33s)
Level 3 parent 401/1782: 2178 candidates, 558 capacity, 0 extendable (0.31s)
Level 3 parent 402/1782: 2486 candidates, 660 capacity, 0 extendable (0.26s)
Level 3 parent 403/1782: 2218 candidates, 452 capacity, 0 extendable (0.25s)
Level 3 parent 404/1782: 2470 candidates, 932 capacity, 0 extendable (0.37s)
Level 3 parent 405/1782: 2288 candidates, 650 capacity, 0 extendable (0.26s)
Level 3 parent 406/1782: 2127 candidates, 351 capacity, 0 extendable (0.23s)
Level 3 parent 407/1782: 2561 candidates, 751 capacity, 0 extendable (0.31s)
Level 3 parent 408/1782: 2513 candidates, 1005 capacity, 0 extendable (0.33s)
Level 3 parent 409/1782: 2643 candidates, 1071 capacity, 0 extendable (0.49s)
Level 3 parent 410/1782: 2469 candidates, 787 capacity, 0 extendable (0.36s)
Level 3 parent 411/1782: 2270 candidates, 489 capacity, 0 extendable (0.25s)
Level 3 parent 412/1782: 2578 candidates, 1024 capacity, 0 extendable (0.33s)
Level 3 parent 413/1782: 601 candidates, 280 capacity, 0 extendable (0.25s)
Level 3 parent 414/1782: 2341 candidates, 686 capacity, 0 extendable (0.33s)
Level 3 parent 415/1782: 573 candidates, 195 capacity, 0 extendable (0.29s)
Level 3 parent 416/1782: 2418 candidates, 671 capacity, 0 extendable (0.28s)
Level 3 parent 417/1782: 2494 candidates, 573 capacity, 0 extendable (0.29s)
Level 3 parent 418/1782: 2481 candidates, 519 capacity, 0 extendable (0.34s)
Level 3 parent 419/1782: 2483 candidates, 991 capacity, 0 extendable (0.39s)
Level 3 parent 420/1782: 2620 candidates, 703 capacity, 0 extendable (0.33s)
Level 3 parent 421/1782: 2544 candidates, 778 capacity, 0 extendable (0.41s)
Level 3 parent 422/1782: 2416 candidates, 565 capacity, 0 extendable (0.32s)
Level 3 parent 423/1782: 2527 candidates, 839 capacity, 0 extendable (0.31s)
Level 3 parent 424/1782: 2305 candidates, 790 capacity, 0 extendable (0.36s)
Level 3 parent 425/1782: 2518 candidates, 1188 capacity, 0 extendable (1.05s)
Level 3 parent 426/1782: 2400 candidates, 753 capacity, 0 extendable (0.69s)
Level 3 parent 427/1782: 614 candidates, 314 capacity, 0 extendable (0.28s)
Level 3 parent 428/1782: 610 candidates, 287 capacity, 0 extendable (0.24s)
Level 3 parent 429/1782: 2593 candidates, 711 capacity, 0 extendable (0.25s)
Level 3 parent 430/1782: 2320 candidates, 440 capacity, 0 extendable (0.28s)
Level 3 parent 431/1782: 2359 candidates, 631 capacity, 0 extendable (0.34s)
Level 3 parent 432/1782: 2610 candidates, 830 capacity, 0 extendable (0.51s)
Level 3 parent 433/1782: 672 candidates, 289 capacity, 0 extendable (0.30s)
Level 3 parent 434/1782: 2365 candidates, 737 capacity, 0 extendable (0.34s)
Level 3 parent 435/1782: 2544 candidates, 834 capacity, 0 extendable (0.36s)
Level 3 parent 436/1782: 2389 candidates, 926 capacity, 0 extendable (0.33s)
Level 3 parent 437/1782: 2532 candidates, 810 capacity, 0 extendable (0.24s)
Level 3 parent 438/1782: 2250 candidates, 363 capacity, 0 extendable (0.29s)
Level 3 parent 439/1782: 2387 candidates, 622 capacity, 0 extendable (0.29s)
Level 3 parent 440/1782: 2478 candidates, 678 capacity, 0 extendable (0.26s)
Level 3 parent 441/1782: 620 candidates, 294 capacity, 0 extendable (0.23s)
Level 3 parent 442/1782: 2425 candidates, 762 capacity, 0 extendable (0.32s)
Level 3 parent 443/1782: 2661 candidates, 791 capacity, 0 extendable (0.58s)
Level 3 parent 444/1782: 2313 candidates, 434 capacity, 0 extendable (0.95s)
Level 3 parent 445/1782: 2602 candidates, 1182 capacity, 0 extendable (1.01s)
Level 3 parent 446/1782: 2824 candidates, 973 capacity, 0 extendable (1.00s)
Level 3 parent 447/1782: 626 candidates, 271 capacity, 0 extendable (0.71s)
Level 3 parent 448/1782: 2312 candidates, 495 capacity, 0 extendable (0.77s)
Level 3 parent 449/1782: 2388 candidates, 764 capacity, 0 extendable (1.61s)
Level 3 parent 450/1782: 671 candidates, 358 capacity, 0 extendable (0.87s)
Level 3 parent 451/1782: 2219 candidates, 355 capacity, 0 extendable (0.65s)
Level 3 parent 452/1782: 2100 candidates, 584 capacity, 0 extendable (0.71s)
Level 3 parent 453/1782: 2315 candidates, 660 capacity, 0 extendable (0.85s)
Level 3 parent 454/1782: 2505 candidates, 545 capacity, 0 extendable (0.31s)
Level 3 parent 455/1782: 2329 candidates, 274 capacity, 0 extendable (0.25s)
Level 3 parent 456/1782: 2416 candidates, 346 capacity, 0 extendable (0.26s)
Level 3 parent 457/1782: 2756 candidates, 1015 capacity, 0 extendable (0.33s)
Level 3 parent 458/1782: 2652 candidates, 879 capacity, 0 extendable (0.43s)
Level 3 parent 459/1782: 2602 candidates, 933 capacity, 0 extendable (0.47s)
Level 3 parent 460/1782: 2481 candidates, 1037 capacity, 0 extendable (0.49s)
Level 3 parent 461/1782: 2373 candidates, 729 capacity, 0 extendable (0.28s)
Level 3 parent 462/1782: 2440 candidates, 724 capacity, 0 extendable (0.25s)
Level 3 parent 463/1782: 2466 candidates, 1147 capacity, 0 extendable (0.36s)
Level 3 parent 464/1782: 2037 candidates, 582 capacity, 0 extendable (0.29s)
Level 3 parent 465/1782: 2519 candidates, 755 capacity, 0 extendable (0.31s)
Level 3 parent 466/1782: 2659 candidates, 722 capacity, 0 extendable (0.27s)
Level 3 parent 467/1782: 621 candidates, 288 capacity, 0 extendable (0.26s)
Level 3 parent 468/1782: 2405 candidates, 602 capacity, 0 extendable (0.26s)
Level 3 parent 469/1782: 654 candidates, 275 capacity, 0 extendable (0.29s)
Level 3 parent 470/1782: 2532 candidates, 699 capacity, 0 extendable (1.12s)
Level 3 parent 471/1782: 635 candidates, 224 capacity, 0 extendable (0.57s)
Level 3 parent 472/1782: 2536 candidates, 758 capacity, 0 extendable (0.49s)
Level 3 parent 473/1782: 2215 candidates, 410 capacity, 0 extendable (0.25s)
Level 3 parent 474/1782: 603 candidates, 186 capacity, 0 extendable (0.27s)
Level 3 parent 475/1782: 596 candidates, 229 capacity, 0 extendable (0.29s)
Level 3 parent 476/1782: 2441 candidates, 630 capacity, 0 extendable (0.32s)
Level 3 parent 477/1782: 2298 candidates, 569 capacity, 0 extendable (0.33s)
Level 3 parent 478/1782: 2527 candidates, 696 capacity, 0 extendable (0.54s)
Level 3 parent 479/1782: 2442 candidates, 572 capacity, 0 extendable (0.31s)
Level 3 parent 480/1782: 2755 candidates, 856 capacity, 0 extendable (0.41s)
Level 3 parent 481/1782: 2568 candidates, 612 capacity, 0 extendable (0.30s)
Level 3 parent 482/1782: 2488 candidates, 867 capacity, 0 extendable (0.34s)
Level 3 parent 483/1782: 2383 candidates, 433 capacity, 0 extendable (0.27s)
Level 3 parent 484/1782: 2526 candidates, 795 capacity, 0 extendable (0.31s)
Level 3 parent 485/1782: 692 candidates, 260 capacity, 0 extendable (0.22s)
Level 3 parent 486/1782: 2581 candidates, 573 capacity, 0 extendable (0.27s)
Level 3 parent 487/1782: 2388 candidates, 707 capacity, 0 extendable (0.27s)
Level 3 parent 488/1782: 2285 candidates, 843 capacity, 0 extendable (0.56s)
Level 3 parent 489/1782: 2478 candidates, 919 capacity, 0 extendable (0.86s)
Level 3 parent 490/1782: 653 candidates, 275 capacity, 0 extendable (0.57s)
Level 3 parent 491/1782: 2535 candidates, 705 capacity, 0 extendable (1.23s)
Level 3 parent 492/1782: 2633 candidates, 1025 capacity, 0 extendable (0.92s)
Level 3 parent 493/1782: 641 candidates, 277 capacity, 0 extendable (0.61s)
Level 3 parent 494/1782: 2450 candidates, 748 capacity, 0 extendable (0.79s)
Level 3 parent 495/1782: 674 candidates, 352 capacity, 0 extendable (0.56s)
Level 3 parent 496/1782: 2405 candidates, 488 capacity, 0 extendable (0.67s)
Level 3 parent 497/1782: 2271 candidates, 345 capacity, 0 extendable (0.55s)
Level 3 parent 498/1782: 2233 candidates, 680 capacity, 0 extendable (0.74s)
Level 3 parent 499/1782: 2480 candidates, 1111 capacity, 0 extendable (0.73s)
Level 3 parent 500/1782: 2502 candidates, 1013 capacity, 0 extendable (0.83s)
Level 3 parent 501/1782: 2719 candidates, 707 capacity, 0 extendable (0.67s)
Level 3 parent 502/1782: 2257 candidates, 591 capacity, 0 extendable (0.74s)
Level 3 parent 503/1782: 605 candidates, 282 capacity, 0 extendable (0.56s)
Level 3 parent 504/1782: 2320 candidates, 716 capacity, 0 extendable (0.65s)
Level 3 parent 505/1782: 2335 candidates, 576 capacity, 0 extendable (0.70s)
Level 3 parent 506/1782: 2340 candidates, 435 capacity, 0 extendable (0.57s)
Level 3 parent 507/1782: 2439 candidates, 812 capacity, 0 extendable (0.65s)
Level 3 parent 508/1782: 681 candidates, 291 capacity, 0 extendable (0.58s)
Level 3 parent 509/1782: 2439 candidates, 869 capacity, 0 extendable (0.80s)
Level 3 parent 510/1782: 2555 candidates, 1029 capacity, 0 extendable (0.94s)
Level 3 parent 511/1782: 2357 candidates, 904 capacity, 0 extendable (0.78s)
Level 3 parent 512/1782: 2393 candidates, 799 capacity, 0 extendable (0.71s)
Level 3 parent 513/1782: 2550 candidates, 934 capacity, 0 extendable (0.80s)
Level 3 parent 514/1782: 2469 candidates, 557 capacity, 0 extendable (0.66s)
Level 3 parent 515/1782: 2640 candidates, 765 capacity, 0 extendable (0.68s)
Level 3 parent 516/1782: 2334 candidates, 372 capacity, 0 extendable (0.60s)
Level 3 parent 517/1782: 2564 candidates, 547 capacity, 0 extendable (0.81s)
Level 3 parent 518/1782: 2390 candidates, 768 capacity, 0 extendable (0.69s)
Level 3 parent 519/1782: 2530 candidates, 784 capacity, 0 extendable (0.61s)
Level 3 parent 520/1782: 2581 candidates, 590 capacity, 0 extendable (0.58s)
Level 3 parent 521/1782: 2530 candidates, 889 capacity, 0 extendable (0.79s)
Level 3 parent 522/1782: 2432 candidates, 916 capacity, 0 extendable (0.79s)
Level 3 parent 523/1782: 2196 candidates, 582 capacity, 0 extendable (0.63s)
Level 3 parent 524/1782: 2392 candidates, 711 capacity, 0 extendable (0.72s)
Level 3 parent 525/1782: 2526 candidates, 1057 capacity, 0 extendable (0.67s)
Level 3 parent 526/1782: 2373 candidates, 424 capacity, 0 extendable (0.39s)
Level 3 parent 527/1782: 2485 candidates, 717 capacity, 0 extendable (0.35s)
Level 3 parent 528/1782: 2429 candidates, 843 capacity, 0 extendable (0.29s)
Level 3 parent 529/1782: 2392 candidates, 441 capacity, 0 extendable (0.25s)
Level 3 parent 530/1782: 2243 candidates, 582 capacity, 0 extendable (0.24s)
Level 3 parent 531/1782: 2424 candidates, 741 capacity, 0 extendable (0.55s)
Level 3 parent 532/1782: 2515 candidates, 858 capacity, 0 extendable (0.32s)
Level 3 parent 533/1782: 2675 candidates, 1076 capacity, 0 extendable (0.27s)
Level 3 parent 534/1782: 2484 candidates, 835 capacity, 0 extendable (0.25s)
Level 3 parent 535/1782: 2407 candidates, 718 capacity, 0 extendable (0.25s)
Level 3 parent 536/1782: 2245 candidates, 814 capacity, 0 extendable (0.25s)
Level 3 parent 537/1782: 578 candidates, 324 capacity, 0 extendable (0.23s)
Level 3 parent 538/1782: 2592 candidates, 885 capacity, 0 extendable (0.29s)
Level 3 parent 539/1782: 2418 candidates, 929 capacity, 0 extendable (0.28s)
Level 3 parent 540/1782: 2252 candidates, 623 capacity, 0 extendable (0.25s)
Level 3 parent 541/1782: 595 candidates, 276 capacity, 0 extendable (0.29s)
Level 3 parent 542/1782: 2315 candidates, 636 capacity, 0 extendable (0.26s)
Level 3 parent 543/1782: 2748 candidates, 566 capacity, 0 extendable (0.24s)
Level 3 parent 544/1782: 2453 candidates, 808 capacity, 0 extendable (0.25s)
Level 3 parent 545/1782: 2273 candidates, 565 capacity, 0 extendable (0.34s)
Level 3 parent 546/1782: 2699 candidates, 816 capacity, 0 extendable (0.29s)
Level 3 parent 547/1782: 2163 candidates, 608 capacity, 0 extendable (0.30s)
Level 3 parent 548/1782: 2818 candidates, 883 capacity, 0 extendable (0.32s)
Level 3 parent 549/1782: 2413 candidates, 584 capacity, 0 extendable (0.32s)
Level 3 parent 550/1782: 2428 candidates, 794 capacity, 0 extendable (0.32s)
Level 3 parent 551/1782: 2447 candidates, 1033 capacity, 0 extendable (0.36s)
Level 3 parent 552/1782: 2392 candidates, 569 capacity, 0 extendable (0.29s)
Level 3 parent 553/1782: 2513 candidates, 756 capacity, 0 extendable (0.28s)
Level 3 parent 554/1782: 586 candidates, 157 capacity, 0 extendable (0.22s)
Level 3 parent 555/1782: 2321 candidates, 562 capacity, 0 extendable (0.32s)
Level 3 parent 556/1782: 2498 candidates, 978 capacity, 0 extendable (0.49s)
Level 3 parent 557/1782: 2339 candidates, 674 capacity, 0 extendable (0.34s)
Level 3 parent 558/1782: 2295 candidates, 577 capacity, 0 extendable (0.26s)
Level 3 parent 559/1782: 2270 candidates, 765 capacity, 0 extendable (0.24s)
Level 3 parent 560/1782: 600 candidates, 318 capacity, 0 extendable (0.26s)
Level 3 parent 561/1782: 2562 candidates, 1115 capacity, 0 extendable (0.43s)
Level 3 parent 562/1782: 2396 candidates, 538 capacity, 0 extendable (0.27s)
Level 3 parent 563/1782: 2252 candidates, 580 capacity, 0 extendable (0.30s)
Level 3 parent 564/1782: 2358 candidates, 851 capacity, 0 extendable (0.30s)
Level 3 parent 565/1782: 2216 candidates, 690 capacity, 0 extendable (0.27s)
Level 3 parent 566/1782: 2512 candidates, 982 capacity, 0 extendable (0.41s)
Level 3 parent 567/1782: 2422 candidates, 706 capacity, 0 extendable (0.32s)
Level 3 parent 568/1782: 2707 candidates, 1167 capacity, 0 extendable (0.49s)
Level 3 parent 569/1782: 685 candidates, 335 capacity, 0 extendable (0.25s)
Level 3 parent 570/1782: 2514 candidates, 948 capacity, 0 extendable (0.25s)
Level 3 parent 571/1782: 2547 candidates, 804 capacity, 0 extendable (0.30s)
Level 3 parent 572/1782: 2468 candidates, 1069 capacity, 0 extendable (0.44s)
Level 3 parent 573/1782: 2633 candidates, 758 capacity, 0 extendable (0.30s)
Level 3 parent 574/1782: 600 candidates, 277 capacity, 0 extendable (0.24s)
Level 3 parent 575/1782: 2450 candidates, 772 capacity, 0 extendable (0.28s)
Level 3 parent 576/1782: 2577 candidates, 579 capacity, 0 extendable (0.25s)
Level 3 parent 577/1782: 2580 candidates, 899 capacity, 0 extendable (0.29s)
Level 3 parent 578/1782: 2404 candidates, 638 capacity, 0 extendable (0.26s)
Level 3 parent 579/1782: 2182 candidates, 526 capacity, 0 extendable (0.24s)
Level 3 parent 580/1782: 570 candidates, 183 capacity, 0 extendable (0.21s)
Level 3 parent 581/1782: 2234 candidates, 429 capacity, 0 extendable (0.26s)
Level 3 parent 582/1782: 2531 candidates, 731 capacity, 0 extendable (0.23s)
Level 3 parent 583/1782: 2321 candidates, 295 capacity, 0 extendable (0.26s)
Level 3 parent 584/1782: 2306 candidates, 716 capacity, 0 extendable (0.25s)
Level 3 parent 585/1782: 543 candidates, 261 capacity, 0 extendable (0.23s)
Level 3 parent 586/1782: 653 candidates, 355 capacity, 0 extendable (0.26s)
Level 3 parent 587/1782: 2470 candidates, 564 capacity, 0 extendable (0.30s)
Level 3 parent 588/1782: 2455 candidates, 1003 capacity, 0 extendable (0.35s)
Level 3 parent 589/1782: 2558 candidates, 1128 capacity, 0 extendable (0.34s)
Level 3 parent 590/1782: 2539 candidates, 1100 capacity, 0 extendable (0.32s)
Level 3 parent 591/1782: 690 candidates, 291 capacity, 0 extendable (0.24s)
Level 3 parent 592/1782: 2653 candidates, 809 capacity, 0 extendable (0.33s)
Level 3 parent 593/1782: 2248 candidates, 410 capacity, 0 extendable (0.21s)
Level 3 parent 594/1782: 2710 candidates, 864 capacity, 0 extendable (0.37s)
Level 3 parent 595/1782: 2607 candidates, 928 capacity, 0 extendable (0.31s)
Level 3 parent 596/1782: 2517 candidates, 772 capacity, 0 extendable (0.27s)
Level 3 parent 597/1782: 2454 candidates, 550 capacity, 0 extendable (0.30s)
Level 3 parent 598/1782: 642 candidates, 233 capacity, 0 extendable (0.26s)
Level 3 parent 599/1782: 2629 candidates, 434 capacity, 0 extendable (0.25s)
Level 3 parent 600/1782: 652 candidates, 337 capacity, 0 extendable (0.30s)
Level 3 parent 601/1782: 2343 candidates, 957 capacity, 0 extendable (0.34s)
Level 3 parent 602/1782: 2485 candidates, 646 capacity, 0 extendable (0.31s)
Level 3 parent 603/1782: 2209 candidates, 297 capacity, 0 extendable (0.27s)
Level 3 parent 604/1782: 2358 candidates, 518 capacity, 0 extendable (0.29s)
Level 3 parent 605/1782: 2270 candidates, 590 capacity, 0 extendable (0.30s)
Level 3 parent 606/1782: 2405 candidates, 555 capacity, 0 extendable (0.27s)
Level 3 parent 607/1782: 583 candidates, 354 capacity, 0 extendable (0.41s)
Level 3 parent 608/1782: 2289 candidates, 606 capacity, 0 extendable (0.23s)
Level 3 parent 609/1782: 2348 candidates, 868 capacity, 0 extendable (0.24s)
Level 3 parent 610/1782: 2040 candidates, 1102 capacity, 0 extendable (0.27s)
Level 3 parent 611/1782: 2440 candidates, 798 capacity, 0 extendable (0.31s)
Level 3 parent 612/1782: 2327 candidates, 730 capacity, 0 extendable (0.34s)
Level 3 parent 613/1782: 2521 candidates, 694 capacity, 0 extendable (0.24s)
Level 3 parent 614/1782: 2361 candidates, 744 capacity, 0 extendable (0.27s)
Level 3 parent 615/1782: 2393 candidates, 403 capacity, 0 extendable (0.29s)
Level 3 parent 616/1782: 2496 candidates, 674 capacity, 0 extendable (0.24s)
Level 3 parent 617/1782: 2324 candidates, 640 capacity, 0 extendable (0.23s)
Level 3 parent 618/1782: 2440 candidates, 778 capacity, 0 extendable (0.25s)
Level 3 parent 619/1782: 2412 candidates, 778 capacity, 0 extendable (0.31s)
Level 3 parent 620/1782: 2386 candidates, 798 capacity, 0 extendable (0.59s)
Level 3 parent 621/1782: 612 candidates, 358 capacity, 0 extendable (0.63s)
Level 3 parent 622/1782: 2316 candidates, 728 capacity, 0 extendable (0.69s)
Level 3 parent 623/1782: 2445 candidates, 732 capacity, 0 extendable (0.29s)
Level 3 parent 624/1782: 524 candidates, 196 capacity, 0 extendable (0.22s)
Level 3 parent 625/1782: 2470 candidates, 689 capacity, 0 extendable (0.34s)
Level 3 parent 626/1782: 618 candidates, 246 capacity, 0 extendable (0.23s)
Level 3 parent 627/1782: 2412 candidates, 581 capacity, 0 extendable (0.28s)
Level 3 parent 628/1782: 660 candidates, 218 capacity, 0 extendable (0.23s)
Level 3 parent 629/1782: 2259 candidates, 414 capacity, 0 extendable (0.40s)
Level 3 parent 630/1782: 2488 candidates, 698 capacity, 0 extendable (0.28s)
Level 3 parent 631/1782: 2412 candidates, 567 capacity, 0 extendable (0.30s)
Level 3 parent 632/1782: 630 candidates, 303 capacity, 0 extendable (0.23s)
Level 3 parent 633/1782: 2349 candidates, 881 capacity, 0 extendable (0.28s)
Level 3 parent 634/1782: 2268 candidates, 991 capacity, 0 extendable (0.26s)
Level 3 parent 635/1782: 2464 candidates, 950 capacity, 0 extendable (0.28s)
Level 3 parent 636/1782: 559 candidates, 246 capacity, 0 extendable (0.21s)
Level 3 parent 637/1782: 2494 candidates, 558 capacity, 0 extendable (0.28s)
Level 3 parent 638/1782: 2282 candidates, 470 capacity, 0 extendable (0.28s)
Level 3 parent 639/1782: 599 candidates, 262 capacity, 0 extendable (0.21s)
Level 3 parent 640/1782: 2541 candidates, 1159 capacity, 0 extendable (0.28s)
Level 3 parent 641/1782: 2394 candidates, 644 capacity, 0 extendable (0.23s)
Level 3 parent 642/1782: 2498 candidates, 669 capacity, 0 extendable (0.33s)
Level 3 parent 643/1782: 2356 candidates, 774 capacity, 0 extendable (0.29s)
Level 3 parent 644/1782: 2232 candidates, 312 capacity, 0 extendable (0.23s)
